year,state,month,number,day
2000,Paraiba,5,43,1
2001,Paraiba,5,26,1
2002,Paraiba,5,65,1
2003,Paraiba,5,115,1
2004,Paraiba,5,9,1
2005,Paraiba,5,125,1
2006,Paraiba,5,90,1
2007,Paraiba,5,14,1
2008,Paraiba,5,41,1
2009,Paraiba,5,117,1
2010,Paraiba,5,39,1
2011,Paraiba,5,97,1
2012,Paraiba,5,86,1
2013,Paraiba,5,85,1
2014,Paraiba,5,109,1
2015,Paraiba,5,77,1
2016,Paraiba,5,72,1
2017,Paraiba,5,49,1
1998,Paraiba,6,36,1
1999,Paraiba,6,31,1
2000,Paraiba,6,53,1
2001,Paraiba,6,43,1
2002,Paraiba,6,115,1
2003,Paraiba,6,159,1
2004,Paraiba,6,147,1
2005,Paraiba,6,114,1
2006,Paraiba,6,62,1
2007,Paraiba,6,57,1
2008,Paraiba,6,17,1
2009,Paraiba,6,105,1
2010,Paraiba,6,55,1
2011,Paraiba,6,162,1
2012,Paraiba,6,77,1
2013,Paraiba,6,52,1
2014,Paraiba,6,112,1
2015,Paraiba,6,201,1
2016,Paraiba,6,238,1
2017,Paraiba,6,169,1
1998,Paraiba,7,59,1
1999,Paraiba,7,94,1
2000,Paraiba,7,98,1
2001,Paraiba,7,122,1
2002,Paraiba,7,172,1
2003,Paraiba,7,101,1
2004,Paraiba,7,148,1
2005,Paraiba,7,155,1
2006,Paraiba,7,139,1
2007,Paraiba,7,60,1
2008,Paraiba,7,87,1
2009,Paraiba,7,34,1
2010,Paraiba,7,196,1
2011,Paraiba,7,262,1
2012,Paraiba,7,111,1
2013,Paraiba,7,168,1
2014,Paraiba,7,215,1
2015,Paraiba,7,137,1
2016,Paraiba,7,504,1
2017,Paraiba,7,891,1
1998,Paraiba,8,42,1
1999,Paraiba,8,938,1
2000,Paraiba,8,849,1
2001,Paraiba,8,342,1
2002,Paraiba,8,1593,1
2003,Paraiba,8,1896,1
2004,Paraiba,8,1237,1
2005,Paraiba,8,800,1
2006,Paraiba,8,844,1
2007,Paraiba,8,580,1
2008,Paraiba,8,205,1
2009,Paraiba,8,844,1
2010,Paraiba,8,733,1
2011,Paraiba,8,435,1
2012,Paraiba,8,522,1
2013,Paraiba,8,481,1
2014,Paraiba,8,646,1
2015,Paraiba,8,651,1
2016,Paraiba,8,1010,1
2017,Paraiba,8,987,1
1998,Paraiba,9,61,1
1999,Paraiba,9,878,1
2000,Paraiba,9,381,1
2001,Paraiba,9,258,1
2002,Paraiba,9,1071,1
2003,Paraiba,9,2445,1
2004,Paraiba,9,1360,1
2005,Paraiba,9,386,1
2006,Paraiba,9,866,1
2007,Paraiba,9,960,1
2008,Paraiba,9,413,1
2009,Paraiba,9,149,1
2010,Paraiba,9,270,1
2011,Paraiba,9,913,1
2012,Paraiba,9,459,1
2013,Paraiba,9,476,1
2014,Paraiba,9,443,1
2015,Paraiba,9,599,1
2016,Paraiba,9,1371,1
2017,Paraiba,9,1706,1
1998,Paraiba,10,61,1
1999,Paraiba,10,452,1
2000,Paraiba,10,658,1
2001,Paraiba,10,209,1
2002,Paraiba,10,399,1
2003,Paraiba,10,1228,1
2004,Paraiba,10,666,1
2005,Paraiba,10,157,1
2006,Paraiba,10,327,1
2007,Paraiba,10,194,1
2008,Paraiba,10,78,1
2009,Paraiba,10,424,1
2010,Paraiba,10,230,1
2011,Paraiba,10,256,1
2012,Paraiba,10,145,1
2013,Paraiba,10,233,1
2014,Paraiba,10,411,1
2015,Paraiba,10,158,1
2016,Paraiba,10,193,1
2017,Paraiba,10,134,1
1998,Paraiba,11,143,1
1999,Paraiba,11,447,1
2000,Paraiba,11,85,1
2001,Paraiba,11,89,1
2002,Paraiba,11,425,1
2003,Paraiba,11,503,1
2004,Paraiba,11,388,1
2005,Paraiba,11,597,1
2006,Paraiba,11,60,1
2007,Paraiba,11,59,1
2008,Paraiba,11,39,1
2009,Paraiba,11,90,1
2010,Paraiba,11,183,1
2011,Paraiba,11,138,1
2012,Paraiba,11,142,1
2013,Paraiba,11,126,1
2014,Paraiba,11,68,1
2015,Paraiba,11,18,1
2016,Paraiba,11,275,1
2017,Paraiba,11,292,1
1998,Paraiba,12,82,1
1999,Paraiba,12,254,1
2000,Paraiba,12,159,1
2001,Paraiba,12,85,1
2002,Paraiba,12,165,1
2003,Paraiba,12,171,1
2004,Paraiba,12,151,1
2005,Paraiba,12,40,1
2006,Paraiba,12,6,1
2007,Paraiba,12,22,1
2008,Paraiba,12,62,1
2009,Paraiba,12,30,1
2010,Paraiba,12,37,1
2011,Paraiba,12,78,1
2012,Paraiba,12,54,1
2013,Paraiba,12,155,1
2014,Paraiba,12,78,1
2015,Paraiba,12,30,1
2016,Paraiba,12,45,1
1998,Pernambuco,1,0,1
1999,Pernambuco,1,102,1
2000,Pernambuco,1,3,1
2001,Pernambuco,1,7,1
2002,Pernambuco,1,10,1
2003,Pernambuco,1,188,1
2004,Pernambuco,1,29,1
2005,Pernambuco,1,221,1
2006,Pernambuco,1,148,1
2007,Pernambuco,1,156,1
2008,Pernambuco,1,170,1
2009,Pernambuco,1,256,1
2010,Pernambuco,1,47,1
2011,Pernambuco,1,49,1
2012,Pernambuco,1,146,1
2013,Pernambuco,1,55,1
2014,Pernambuco,1,99,1
2015,Pernambuco,1,109,1
2016,Pernambuco,1,24,1
2017,Pernambuco,1,52,1
1998,Pernambuco,2,0,1
1999,Pernambuco,2,13,1
2000,Pernambuco,2,4,1
2001,Pernambuco,2,2,1
2002,Pernambuco,2,19,1
2003,Pernambuco,2,35,1
2004,Pernambuco,2,8,1
2005,Pernambuco,2,33,1
2006,Pernambuco,2,41,1
2007,Pernambuco,2,21,1
2008,Pernambuco,2,48,1
2009,Pernambuco,2,28,1
2010,Pernambuco,2,33,1
2011,Pernambuco,2,25,1
2012,Pernambuco,2,64,1
2013,Pernambuco,2,29,1
2014,Pernambuco,2,25,1
2015,Pernambuco,2,55,1
2016,Pernambuco,2,19,1
2017,Pernambuco,2,23,1
1998,Pernambuco,3,0,1
1999,Pernambuco,3,27,1
2000,Pernambuco,3,14,1
2001,Pernambuco,3,0,1
2002,Pernambuco,3,24,1
2003,Pernambuco,3,9,1
2004,Pernambuco,3,6,1
2005,Pernambuco,3,45,1
2006,Pernambuco,3,18,1
2007,Pernambuco,3,4,1
2008,Pernambuco,3,32,1
2009,Pernambuco,3,15,1
2010,Pernambuco,3,59,1
2011,Pernambuco,3,39,1
2012,Pernambuco,3,44,1
2013,Pernambuco,3,40,1
2014,Pernambuco,3,36,1
2015,Pernambuco,3,33,1
2016,Pernambuco,3,4,1
2017,Pernambuco,3,7,1
1998,Pernambuco,4,0,1
1999,Pernambuco,4,2,1
2000,Pernambuco,4,1,1
2001,Pernambuco,4,2,1
2002,Pernambuco,4,5,1
2003,Pernambuco,4,7,1
2004,Pernambuco,4,5,1
2005,Pernambuco,4,1,1
2006,Pernambuco,4,2,1
2007,Pernambuco,4,1,1
2008,Pernambuco,4,5,1
2009,Pernambuco,4,3,1
2010,Pernambuco,4,2,1
2011,Pernambuco,4,22,1
2012,Pernambuco,4,46,1
2013,Pernambuco,4,11,1
2014,Pernambuco,4,10,1
2015,Pernambuco,4,30,1
2016,Pernambuco,4,8,1
2017,Pernambuco,4,9,1
1998,Pernambuco,5,0,1
1999,Pernambuco,5,6,1
2000,Pernambuco,5,7,1
2001,Pernambuco,5,5,1
2002,Pernambuco,5,13,1
2003,Pernambuco,5,1,1
2004,Pernambuco,5,2,1
2005,Pernambuco,5,1,1
2006,Pernambuco,5,1,1
2007,Pernambuco,5,0,1
2008,Pernambuco,5,0,1
2009,Pernambuco,5,0,1
2010,Pernambuco,5,8,1
2011,Pernambuco,5,1,1
2012,Pernambuco,5,36,1
2013,Pernambuco,5,9,1
2014,Pernambuco,5,4,1
2015,Pernambuco,5,17,1
2016,Pernambuco,5,6,1
2017,Pernambuco,5,13,1
1998,Pernambuco,6,1,1
1999,Pernambuco,6,7,1
2000,Pernambuco,6,4,1
2001,Pernambuco,6,2,1
2002,Pernambuco,6,1,1
2003,Pernambuco,6,2,1
2004,Pernambuco,6,4,1
2005,Pernambuco,6,3,1
2006,Pernambuco,6,0,1
2007,Pernambuco,6,1,1
2008,Pernambuco,6,0,1
2009,Pernambuco,6,1,1
2010,Pernambuco,6,1,1
2011,Pernambuco,6,4,1
2012,Pernambuco,6,12,1
2013,Pernambuco,6,12,1
2014,Pernambuco,6,3,1
2015,Pernambuco,6,3,1
2016,Pernambuco,6,4,1
2017,Pernambuco,6,5,1
1998,Pernambuco,7,5,1
1999,Pernambuco,7,2,1
2000,Pernambuco,7,0,1
2001,Pernambuco,7,6,1
2002,Pernambuco,7,8,1
2003,Pernambuco,7,5,1
2004,Pernambuco,7,13,1
2005,Pernambuco,7,1,1
2006,Pernambuco,7,1,1
2007,Pernambuco,7,3,1
2008,Pernambuco,7,0,1
2009,Pernambuco,7,1,1
2010,Pernambuco,7,7,1
2011,Pernambuco,7,2,1
2012,Pernambuco,7,11,1
2013,Pernambuco,7,4,1
2014,Pernambuco,7,11,1
2015,Pernambuco,7,13,1
2016,Pernambuco,7,17,1
2017,Pernambuco,7,2,1
1998,Pernambuco,8,12,1
1999,Pernambuco,8,3,1
2000,Pernambuco,8,31,1
2001,Pernambuco,8,27,1
2002,Pernambuco,8,37,1
2003,Pernambuco,8,26,1
2004,Pernambuco,8,41,1
2005,Pernambuco,8,10,1
2006,Pernambuco,8,8,1
2007,Pernambuco,8,20,1
2008,Pernambuco,8,2,1
2009,Pernambuco,8,10,1
2010,Pernambuco,8,29,1
2011,Pernambuco,8,27,1
2012,Pernambuco,8,27,1
2013,Pernambuco,8,14,1
2014,Pernambuco,8,23,1
2015,Pernambuco,8,21,1
2016,Pernambuco,8,42,1
2017,Pernambuco,8,20,1
1998,Pernambuco,9,177,1
1999,Pernambuco,9,64,1
2000,Pernambuco,9,130,1
2001,Pernambuco,9,298,1
2002,Pernambuco,9,374,1
2003,Pernambuco,9,510,1
2004,Pernambuco,9,192,1
2005,Pernambuco,9,154,1
2006,Pernambuco,9,147,1
2007,Pernambuco,9,164,1
2008,Pernambuco,9,92,1
2009,Pernambuco,9,164,1
2010,Pernambuco,9,179,1
2011,Pernambuco,9,243,1
2012,Pernambuco,9,192,1
2013,Pernambuco,9,143,1
2014,Pernambuco,9,63,1
2015,Pernambuco,9,116,1
2016,Pernambuco,9,171,1
2017,Pernambuco,9,69,1
1998,Pernambuco,10,372,1
1999,Pernambuco,10,180,1
2000,Pernambuco,10,411,1
2001,Pernambuco,10,461,1
2002,Pernambuco,10,638,1
2003,Pernambuco,10,859,1
2004,Pernambuco,10,545,1
2005,Pernambuco,10,408,1
2006,Pernambuco,10,310,1
2007,Pernambuco,10,702,1
2008,Pernambuco,10,274,1
2009,Pernambuco,10,254,1
2010,Pernambuco,10,347,1
2011,Pernambuco,10,461,1
2012,Pernambuco,10,222,1
2013,Pernambuco,10,161,1
2014,Pernambuco,10,174,1
2015,Pernambuco,10,194,1
2016,Pernambuco,10,319,1
2017,Pernambuco,10,256,1
1998,Pernambuco,11,141,1
1999,Pernambuco,11,41,1
2000,Pernambuco,11,64,1
2001,Pernambuco,11,208,1
2002,Pernambuco,11,521,1
2003,Pernambuco,11,560,1
2004,Pernambuco,11,465,1
2005,Pernambuco,11,452,1
2006,Pernambuco,11,385,1
2007,Pernambuco,11,359,1
2008,Pernambuco,11,363,1
2009,Pernambuco,11,486,1
2010,Pernambuco,11,831,1
2011,Pernambuco,11,352,1
2012,Pernambuco,11,181,1
2013,Pernambuco,11,110,1
2014,Pernambuco,11,111,1
2015,Pernambuco,11,315,1
2016,Pernambuco,11,191,1
2017,Pernambuco,11,66,1
1998,Pernambuco,12,59,1
1999,Pernambuco,12,16,1
2000,Pernambuco,12,22,1
2001,Pernambuco,12,62,1
2002,Pernambuco,12,259,1
2003,Pernambuco,12,229,1
2004,Pernambuco,12,373,1
2005,Pernambuco,12,191,1
2006,Pernambuco,12,207,1
2007,Pernambuco,12,200,1
2008,Pernambuco,12,203,1
2009,Pernambuco,12,351,1
2010,Pernambuco,12,117,1
2011,Pernambuco,12,364,1
2012,Pernambuco,12,108,1
2013,Pernambuco,12,141,1
2014,Pernambuco,12,101,1
2015,Pernambuco,12,176,1
2016,Pernambuco,12,161,1
1998,Piau,1,0,1
1999,Piau,1,21,1
2000,Piau,1,5,1
2001,Piau,1,29,1
2002,Piau,1,33,1
2003,Piau,1,86,1
2004,Piau,1,42,1
2005,Piau,1,94,1
2006,Piau,1,133,1
2007,Piau,1,123,1
2008,Piau,1,61,1
2009,Piau,1,79,1
2010,Piau,1,99,1
2011,Piau,1,39,1
2012,Piau,1,80,1
2013,Piau,1,72,1
2014,Piau,1,79,1
2015,Piau,1,92,1
2016,Piau,1,94,1
2017,Piau,1,85,1
1998,Piau,2,0,1
1999,Piau,2,22,1
2000,Piau,2,12,1
2001,Piau,2,0,1
2002,Piau,2,160,1
2003,Piau,2,3,1
2004,Piau,2,20,1
2005,Piau,2,26,1
2006,Piau,2,23,1
2007,Piau,2,11,1
2008,Piau,2,21,1
2009,Piau,2,19,1
2010,Piau,2,54,1
2011,Piau,2,11,1
2012,Piau,2,31,1
2013,Piau,2,68,1
2014,Piau,2,14,1
2015,Piau,2,38,1
2016,Piau,2,97,1
2017,Piau,2,24,1
1998,Piau,3,0,1
1999,Piau,3,4,1
2000,Piau,3,14,1
2001,Piau,3,2,1
2002,Piau,3,63,1
2003,Piau,3,15,1
2004,Piau,3,27,1
2005,Piau,3,13,1
2006,Piau,3,18,1
2007,Piau,3,31,1
2008,Piau,3,4,1
2009,Piau,3,17,1
2010,Piau,3,47,1
2011,Piau,3,15,1
2012,Piau,3,71,1
2013,Piau,3,14,1
2014,Piau,3,88,1
2015,Piau,3,35,1
2016,Piau,3,53,1
2017,Piau,3,25,1
1998,Piau,4,0,1
1999,Piau,4,10,1
2000,Piau,4,15,1
2001,Piau,4,1,1
2002,Piau,4,87,1
2003,Piau,4,22,1
2004,Piau,4,10,1
2005,Piau,4,3,1
2006,Piau,4,1,1
2007,Piau,4,9,1
2008,Piau,4,7,1
2009,Piau,4,8,1
2010,Piau,4,56,1
2011,Piau,4,16,1
2012,Piau,4,119,1
2013,Piau,4,34,1
2014,Piau,4,63,1
2015,Piau,4,50,1
2016,Piau,4,35,1
2017,Piau,4,25,1
1998,Piau,5,0,1
1999,Piau,5,8,1
2000,Piau,5,25,1
2001,Piau,5,36,1
2002,Piau,5,84,1
2003,Piau,5,13,1
2004,Piau,5,80,1
2005,Piau,5,22,1
2006,Piau,5,0,1
2007,Piau,5,52,1
2008,Piau,5,12,1
2009,Piau,5,12,1
2010,Piau,5,231,1
2011,Piau,5,77,1
2012,Piau,5,334,1
2013,Piau,5,40,1
2014,Piau,5,138,1
2015,Piau,5,66,1
2016,Piau,5,60,1
2017,Piau,5,36,1
1998,Piau,6,46,1
1999,Piau,6,47,1
2000,Piau,6,18,1
2001,Piau,6,87,1
2002,Piau,6,161,1
2003,Piau,6,88,1
2004,Piau,6,239,1
2005,Piau,6,171,1
2006,Piau,6,40,1
2007,Piau,6,303,1
2008,Piau,6,33,1
2009,Piau,6,56,1
2010,Piau,6,208,1
2011,Piau,6,462,1
2012,Piau,6,834,1
2013,Piau,6,263,1
2014,Piau,6,373,1
2015,Piau,6,283,1
2016,Piau,6,153,1
2017,Piau,6,193,1
1998,Piau,7,189,1
1999,Piau,7,123,1
2000,Piau,7,75,1
2001,Piau,7,337,1
2002,Piau,7,534,1
2003,Piau,7,407,1
2004,Piau,7,564,1
2005,Piau,7,445,1
2006,Piau,7,150,1
2007,Piau,7,919,1
2008,Piau,7,97,1
2009,Piau,7,302,1
2010,Piau,7,1696,1
2011,Piau,7,864,1
2012,Piau,7,1755,1
2013,Piau,7,361,1
2014,Piau,7,1177,1
2015,Piau,7,690,1
2016,Piau,7,754,1
2017,Piau,7,643,1
1998,Piau,8,711,1
1999,Piau,8,499,1
2000,Piau,8,415,1
2001,Piau,8,1133,1
2002,Piau,8,2280,1
2003,Piau,8,864,1
2004,Piau,8,1002,1
2005,Piau,8,943,1
2006,Piau,8,911,1
2007,Piau,8,3551,1
2008,Piau,8,290,1
2009,Piau,8,790,1
2010,Piau,8,4035,1
2011,Piau,8,1958,1
2012,Piau,8,3614,1
2013,Piau,8,1014,1
2014,Piau,8,2265,1
2015,Piau,8,2057,1
2016,Piau,8,1646,1
2017,Piau,8,1571,1
1998,Piau,9,1990,1
1999,Piau,9,872,1
2000,Piau,9,1099,1
2001,Piau,9,2401,1
2002,Piau,9,2475,1
2003,Piau,9,3398,1
2004,Piau,9,2662,1
2005,Piau,9,3136,1
2006,Piau,9,1618,1
2007,Piau,9,4078,1
2008,Piau,9,1472,1
2009,Piau,9,1709,1
2010,Piau,9,5392,1
2011,Piau,9,4402,1
2012,Piau,9,4479,1
2013,Piau,9,2311,1
2014,Piau,9,2536,1
2015,Piau,9,5827,1
2016,Piau,9,1394,1
2017,Piau,9,3421,1
1998,Piau,10,2586,1
1999,Piau,10,1438,1
2000,Piau,10,2558,1
2001,Piau,10,3742,1
2002,Piau,10,2756,1
2003,Piau,10,2332,1
2004,Piau,10,2144,1
2005,Piau,10,3263,1
2006,Piau,10,1443,1
2007,Piau,10,2331,1
2008,Piau,10,1830,1
2009,Piau,10,913,1
2010,Piau,10,3863,1
2011,Piau,10,1484,1
2012,Piau,10,2506,1
2013,Piau,10,1269,1
2014,Piau,10,1788,1
2015,Piau,10,4068,1
2016,Piau,10,2598,1
2017,Piau,10,3003,1
1998,Piau,11,424,1
1999,Piau,11,334,1
2000,Piau,11,450,1
2001,Piau,11,1484,1
2002,Piau,11,1174,1
2003,Piau,11,1248,1
2004,Piau,11,1798,1
2005,Piau,11,1599,1
2006,Piau,11,740,1
2007,Piau,11,939,1
2008,Piau,11,594,1
2009,Piau,11,1335,1
2010,Piau,11,1416,1
2011,Piau,11,825,1
2012,Piau,11,447,1
2013,Piau,11,640,1
2014,Piau,11,717,1
2015,Piau,11,897,1
2016,Piau,11,1126,1
2017,Piau,11,449,1
1998,Piau,12,119,1
1999,Piau,12,74,1
2000,Piau,12,79,1
2001,Piau,12,230,1
2002,Piau,12,373,1
2003,Piau,12,459,1
2004,Piau,12,788,1
2005,Piau,12,486,1
2006,Piau,12,339,1
2007,Piau,12,317,1
2008,Piau,12,329,1
2009,Piau,12,570,1
2010,Piau,12,357,1
2011,Piau,12,362,1
2012,Piau,12,334,1
2013,Piau,12,468,1
2014,Piau,12,346,1
2015,Piau,12,626,1
2016,Piau,12,374,1
1998,Rio,1,0,1
1999,Rio,1,0,1
2000,Rio,1,0,1
2001,Rio,1,0,1
2002,Rio,1,0,1
2003,Rio,1,0,1
2004,Rio,1,1,1
2005,Rio,1,5,1
2006,Rio,1,12,1
2007,Rio,1,0,1
2008,Rio,1,1,1
2009,Rio,1,3,1
2010,Rio,1,13,1
2011,Rio,1,10,1
2012,Rio,1,12,1
2013,Rio,1,9,1
2014,Rio,1,35,1
2015,Rio,1,97,1
2016,Rio,1,9,1
2017,Rio,1,15,1
1998,Rio,2,0,1
1999,Rio,2,0,1
2000,Rio,2,1,1
2001,Rio,2,3,1
2002,Rio,2,1,1
2003,Rio,2,10,1
2004,Rio,2,8,1
2005,Rio,2,4,1
2006,Rio,2,7,1
2007,Rio,2,15,1
2008,Rio,2,2,1
2009,Rio,2,5,1
2010,Rio,2,73,1
2011,Rio,2,36,1
2012,Rio,2,11,1
2013,Rio,2,12,1
2014,Rio,2,116,1
2015,Rio,2,36,1
2016,Rio,2,16,1
2017,Rio,2,34,1
1998,Rio,3,0,1
1999,Rio,3,0,1
2000,Rio,3,0,1
2001,Rio,3,0,1
2002,Rio,3,1,1
2003,Rio,3,23,1
2004,Rio,3,4,1
2005,Rio,3,7,1
2006,Rio,3,8,1
2007,Rio,3,27,1
2008,Rio,3,2,1
2009,Rio,3,5,1
2010,Rio,3,10,1
2011,Rio,3,7,1
2012,Rio,3,20,1
2013,Rio,3,9,1
2014,Rio,3,38,1
2015,Rio,3,23,1
2016,Rio,3,16,1
2017,Rio,3,10,1
1998,Rio,4,0,1
1999,Rio,4,1,1
2000,Rio,4,2,1
2001,Rio,4,2,1
2002,Rio,4,8,1
2003,Rio,4,11,1
2004,Rio,4,3,1
2005,Rio,4,1,1
2006,Rio,4,8,1
2007,Rio,4,9,1
2008,Rio,4,2,1
2009,Rio,4,1,1
2010,Rio,4,10,1
2011,Rio,4,12,1
2012,Rio,4,12,1
2013,Rio,4,9,1
2014,Rio,4,25,1
2015,Rio,4,24,1
2016,Rio,4,45,1
2017,Rio,4,12,1
1998,Rio,5,0,1
1999,Rio,5,7,1
2000,Rio,5,5,1
2001,Rio,5,4,1
2002,Rio,5,4,1
2003,Rio,5,1,1
2004,Rio,5,0,1
2005,Rio,5,11,1
2006,Rio,5,4,1
2007,Rio,5,2,1
2008,Rio,5,0,1
2009,Rio,5,37,1
2010,Rio,5,6,1
2011,Rio,5,17,1
2012,Rio,5,18,1
2013,Rio,5,16,1
2014,Rio,5,20,1
2015,Rio,5,21,1
2016,Rio,5,30,1
2017,Rio,5,15,1
1998,Rio,6,3,1
1999,Rio,6,8,1
2000,Rio,6,14,1
2001,Rio,6,13,1
2002,Rio,6,13,1
2003,Rio,6,13,1
2004,Rio,6,19,1
2005,Rio,6,16,1
2006,Rio,6,19,1
2007,Rio,6,3,1
2008,Rio,6,4,1
2009,Rio,6,33,1
2010,Rio,6,7,1
2011,Rio,6,33,1
2012,Rio,6,14,1
2013,Rio,6,17,1
2014,Rio,6,54,1
2015,Rio,6,33,1
2016,Rio,6,37,1
2017,Rio,6,68,1
1998,Rio,7,21,1
1999,Rio,7,14,1
2000,Rio,7,22,1
2001,Rio,7,57,1
2002,Rio,7,17,1
2003,Rio,7,42,1
2004,Rio,7,23,1
2005,Rio,7,20,1
2006,Rio,7,54,1
2007,Rio,7,15,1
2008,Rio,7,14,1
2009,Rio,7,56,1
2010,Rio,7,55,1
2011,Rio,7,121,1
2012,Rio,7,50,1
2013,Rio,7,58,1
2014,Rio,7,62,1
2015,Rio,7,74,1
2016,Rio,7,131,1
2017,Rio,7,70,1
1998,Rio,8,21,1
1999,Rio,8,88,1
2000,Rio,8,34,1
2001,Rio,8,129,1
2002,Rio,8,184,1
2003,Rio,8,191,1
2004,Rio,8,74,1
2005,Rio,8,98,1
2006,Rio,8,79,1
2007,Rio,8,189,1
2008,Rio,8,19,1
2009,Rio,8,91,1
2010,Rio,8,316,1
2011,Rio,8,250,1
2012,Rio,8,72,1
2013,Rio,8,74,1
2014,Rio,8,199,1
2015,Rio,8,158,1
2016,Rio,8,241,1
2017,Rio,8,164,1
1998,Rio,9,44,1
1999,Rio,9,192,1
2000,Rio,9,16,1
2001,Rio,9,60,1
2002,Rio,9,45,1
2003,Rio,9,166,1
2004,Rio,9,205,1
2005,Rio,9,46,1
2006,Rio,9,197,1
2007,Rio,9,223,1
2008,Rio,9,132,1
2009,Rio,9,90,1
2010,Rio,9,353,1
2011,Rio,9,510,1
2012,Rio,9,172,1
2013,Rio,9,117,1
2014,Rio,9,318,1
2015,Rio,9,85,1
2016,Rio,9,195,1
2017,Rio,9,728,1
1998,Rio,10,6,1
1999,Rio,10,30,1
2000,Rio,10,25,1
2001,Rio,10,33,1
2002,Rio,10,313,1
2003,Rio,10,81,1
2004,Rio,10,26,1
2005,Rio,10,116,1
2006,Rio,10,12,1
2007,Rio,10,137,1
2008,Rio,10,42,1
2009,Rio,10,18,1
2010,Rio,10,35,1
2011,Rio,10,114,1
2012,Rio,10,163,1
2013,Rio,10,44,1
2014,Rio,10,500,1
2015,Rio,10,96,1
2016,Rio,10,30,1
2017,Rio,10,238,1
1998,Rio,11,6,1
1999,Rio,11,16,1
2000,Rio,11,2,1
2001,Rio,11,4,1
2002,Rio,11,11,1
2003,Rio,11,5,1
2004,Rio,11,49,1
2005,Rio,11,12,1
2006,Rio,11,1,1
2007,Rio,11,1,1
2008,Rio,11,0,1
2009,Rio,11,27,1
2010,Rio,11,23,1
2011,Rio,11,20,1
2012,Rio,11,13,1
2013,Rio,11,28,1
2014,Rio,11,36,1
2015,Rio,11,6,1
2016,Rio,11,19,1
2017,Rio,11,43,1
1998,Rio,12,1,1
1999,Rio,12,0,1
2000,Rio,12,0,1
2001,Rio,12,2,1
2002,Rio,12,8,1
2003,Rio,12,10,1
2004,Rio,12,9,1
2005,Rio,12,2,1
2006,Rio,12,0,1
2007,Rio,12,0,1
2008,Rio,12,6,1
2009,Rio,12,1,1
2010,Rio,12,10,1
2011,Rio,12,3,1
2012,Rio,12,18,1
2013,Rio,12,12,1
2014,Rio,12,25,1
2015,Rio,12,11,1
2016,Rio,12,5,1
1998,Rio,1,0,1
1999,Rio,1,32,1
2000,Rio,1,1,1
2001,Rio,1,2,1
2002,Rio,1,4,1
2003,Rio,1,113,1
2004,Rio,1,44,1
2005,Rio,1,153,1
2006,Rio,1,93,1
2007,Rio,1,63,1
2008,Rio,1,70,1
2009,Rio,1,110,1
2010,Rio,1,32,1
2011,Rio,1,15,1
2012,Rio,1,72,1
2013,Rio,1,25,1
2014,Rio,1,34,1
2015,Rio,1,45,1
2016,Rio,1,15,1
2017,Rio,1,28,1
1998,Rio,2,0,1
1999,Rio,2,11,1
2000,Rio,2,7,1
2001,Rio,2,0,1
2002,Rio,2,18,1
2003,Rio,2,9,1
2004,Rio,2,5,1
2005,Rio,2,42,1
2006,Rio,2,21,1
2007,Rio,2,9,1
2008,Rio,2,25,1
2009,Rio,2,8,1
2010,Rio,2,12,1
2011,Rio,2,5,1
2012,Rio,2,13,1
2013,Rio,2,24,1
2014,Rio,2,8,1
2015,Rio,2,15,1
2016,Rio,2,2,1
2017,Rio,2,10,1
1998,Rio,3,0,1
1999,Rio,3,9,1
2000,Rio,3,11,1
2001,Rio,3,0,1
2002,Rio,3,3,1
2003,Rio,3,1,1
2004,Rio,3,1,1
2005,Rio,3,15,1
2006,Rio,3,8,1
2007,Rio,3,7,1
2008,Rio,3,3,1
2009,Rio,3,2,1
2010,Rio,3,23,1
2011,Rio,3,3,1
2012,Rio,3,2,1
2013,Rio,3,6,1
2014,Rio,3,6,1
2015,Rio,3,3,1
2016,Rio,3,1,1
2017,Rio,3,3,1
1998,Rio,4,0,1
1999,Rio,4,21,1
2000,Rio,4,16,1
2001,Rio,4,10,1
2002,Rio,4,0,1
2003,Rio,4,2,1
2004,Rio,4,3,1
2005,Rio,4,2,1
2006,Rio,4,2,1
2007,Rio,4,1,1
2008,Rio,4,0,1
2009,Rio,4,1,1
2010,Rio,4,7,1
2011,Rio,4,0,1
2012,Rio,4,4,1
2013,Rio,4,7,1
2014,Rio,4,2,1
2015,Rio,4,4,1
2016,Rio,4,0,1
2017,Rio,4,6,1
1998,Rio,5,0,1
1999,Rio,5,1,1
2000,Rio,5,3,1
2001,Rio,5,56,1
2002,Rio,5,6,1
2003,Rio,5,0,1
2004,Rio,5,2,1
2005,Rio,5,3,1
2006,Rio,5,0,1
2007,Rio,5,2,1
2008,Rio,5,0,1
2009,Rio,5,0,1
2010,Rio,5,3,1
2011,Rio,5,0,1
2012,Rio,5,14,1
2013,Rio,5,2,1
2014,Rio,5,2,1
2015,Rio,5,4,1
2016,Rio,5,1,1
2017,Rio,5,2,1
1998,Rio,6,1,1
1999,Rio,6,4,1
2000,Rio,6,8,1
2001,Rio,6,13,1
2002,Rio,6,1,1
2003,Rio,6,1,1
2004,Rio,6,2,1
2005,Rio,6,0,1
2006,Rio,6,0,1
2007,Rio,6,0,1
2008,Rio,6,0,1
2009,Rio,6,0,1
2010,Rio,6,1,1
2011,Rio,6,1,1
2012,Rio,6,5,1
2013,Rio,6,1,1
2014,Rio,6,2,1
